ISO,Country,Region,Variable,LGA,LGH,LGT,MXA,MXH,MXT,URB,OTHER,WTD-AV,Scenario
CYP,Cyprus,WANA,milk_loss,  ,  ,  , 716 ,  ,  , 236 , 248 ," 1,200 ",2045_SSP585
CZE,Czech Republic,EUR,milk_loss,  ,  ,  ,  ,  ," 1,173 ", 238 , 821 ," 2,231 ",2045_SSP585
DEU,Germany,EUR,milk_loss,  ,  ,  , 19 ,  ," 25,679 "," 4,612 "," 8,604 "," 38,914 ",2045_SSP585
DJI,Djibouti,SSA,milk_loss, 299 ,  ,  , 9 ,  ,  , 2 , 3 , 313 ,2045_SSP585
DNK,Denmark,EUR,milk_loss,  ,  ,  , 3 ,  ," 4,592 "," 1,024 ", 184 ," 5,803 ",2045_SSP585
DMA,Dominica,CAM,milk_loss,  , 34 ,  , 144 ," 5,961 ", 337 , 539 , 888 ," 7,902 ",2045_SSP585
DZA,Algeria,WANA,milk_loss," 1,524 ",  ,  ," 7,778 "," 1,104 ", 217 ," 2,509 "," 4,457 "," 17,589 ",2045_SSP585
ECU,Ecuador,SAM,milk_loss, 475 ," 1,186 ", 80 ," 3,142 "," 6,355 "," 4,377 ", 939 ," 2,863 "," 19,416 ",2045_SSP585
EGY,Egypt,WANA,milk_loss," 23,059 ",  ,  ," 30,371 ",  ,  ," 17,436 ",  ," 70,866 ",2045_SSP585
ERI,Eritrea,SSA,milk_loss," 4,374 ",  ,  ," 6,890 ",  ,  , 33 , 28 ," 11,325 ",2045_SSP585
ESP,Spain,EUR,milk_loss,  ,  ,  ," 13,054 "," 2,723 ", 231 ," 3,349 "," 8,231 "," 27,588 ",2045_SSP585
EST,Estonia,EUR,milk_loss,  ,  ,  ,  ,  , 867 , 59 , 501 ," 1,427 ",2045_SSP585
ETH,Ethiopia,SSA,milk_loss," 7,210 ", 384 , 352 ," 13,463 "," 2,917 "," 15,616 ", 298 ," 2,451 "," 42,690 ",2045_SSP585
FIN,Finland,EUR,milk_loss,  ,  ,  ,  ,  , 708 , 279 ," 2,844 "," 3,831 ",2045_SSP585
FRA,France,EUR,milk_loss,  ,  ,  ," 2,846 "," 10,733 "," 11,127 "," 3,067 "," 4,322 "," 32,096 ",2045_SSP585
GAB,Gabon,SSA,milk_loss,  , 54 ,  ,  , 9 ,  , 1 , 112 , 176 ,2045_SSP585
GBR,UK,EUR,milk_loss,  ,  ,  , 13 ," 1,677 "," 10,303 "," 2,793 ", 383 ," 15,169 ",2045_SSP585
GEO,Georgia,WANA,milk_loss, 528 ,  , 304 ," 1,188 "," 2,086 "," 3,051 ", 914 ," 2,196 "," 10,265 ",2045_SSP585
GHA,Ghana,SSA,milk_loss, 149 , 357 ,  , 429 , 496 ,  , 15 , 18 ," 1,463 ",2045_SSP585
GIN,Guinea,SSA,milk_loss," 2,555 "," 1,291 ",  ," 1,225 "," 5,075 ",  , 91 , 101 ," 10,338 ",2045_SSP585
GMB,Gambia,SSA,milk_loss, 21 ,  ,  , 482 ,  ,  , 32 , 53 , 588 ,2045_SSP585
GNB,Guinea-Bissau,SSA,milk_loss, 392 ,  ,  , 449 ,  ,  ,  , 164 ," 1,005 ",2045_SSP585
GNQ,Equatorial Guinea,SSA,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP585
GRC,Greece,EUR,milk_loss,  ,  ,  ," 3,817 ", 337 ," 2,339 "," 1,269 "," 1,637 "," 9,398 ",2045_SSP585
GTM,Guatemala,CAM,milk_loss,  ,  , 2 , 464 ," 6,669 ", 321 , 532 ," 4,170 "," 12,159 ",2045_SSP585
GUY,Guyana,SAM,milk_loss,  , 42 ,  ,  , 24 ,  , 1 , 588 , 656 ,2045_SSP585
HND,Honduras,CAM,milk_loss, 36 , 77 , 52 , 291 ," 5,292 ", 754 , 327 ," 6,519 "," 13,349 ",2045_SSP585
HRV,Croatia,EUR,milk_loss, 4 , 27 , 4 , 37 , 127 ," 1,585 ", 282 ," 1,085 "," 3,150 ",2045_SSP585
HTI,Haiti,CAM,milk_loss, 5 , 41 , 53 , 182 ," 4,098 ", 355 , 19 , 276 ," 5,030 ",2045_SSP585
HUN,Hungary,EUR,milk_loss,  ,  ,  ,  ,  ," 2,330 ", 246 , 268 ," 2,844 ",2045_SSP585
IDN,Indonesia,SEA,milk_loss, 1 , 43 , 1 , 13 ," 2,403 ", 252 , 184 ," 1,625 "," 4,522 ",2045_SSP585
IND,India,SA,milk_loss," 3,707 ", 828 , 150 ," 376,192 "," 76,502 "," 6,085 "," 33,379 "," 88,205 "," 585,047 ",2045_SSP585
IRL,Ireland,EUR,milk_loss,  ,  ,  ,  ," 5,118 "," 1,930 ", 455 , 179 ," 7,682 ",2045_SSP585
IRN,Iran,SA,milk_loss," 13,466 ",  , 181 ," 18,518 ", 471 ," 1,137 "," 3,496 "," 3,013 "," 40,282 ",2045_SSP585
IRQ,Iraq,WANA,milk_loss, 947 ,  ,  ," 3,189 ",  , 378 , 257 , 4 ," 4,775 ",2045_SSP585
ISL,Iceland,EUR,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP585
ISR,Israel,WANA,milk_loss, 431 ,  ,  ," 1,769 ",  ,  ," 1,057 ", 2 ," 3,258 ",2045_SSP585
ITA,Italy,EUR,milk_loss,  ,  ,  ," 10,453 "," 5,708 "," 35,465 "," 14,484 "," 9,170 "," 75,279 ",2045_SSP585
JAM,Jamaica,CAM,milk_loss,  ,  ,  ,  , 287 , 5 , 51 , 41 , 384 ,2045_SSP585
JOR,Jordan,WANA,milk_loss, 488 ,  ,  , 240 ,  ,  , 62 ,  , 791 ,2045_SSP585
JPN,Japan,EAP,milk_loss,  ,  , 32 , 26 ," 2,706 "," 3,859 "," 8,034 "," 15,297 "," 29,954 ",2045_SSP585
KAZ,Kazakhstan,WANA,milk_loss,  ,  ," 25,849 ",  ,  ," 9,038 ", 164 , 353 ," 35,405 ",2045_SSP585
KEN,Kenya,SSA,milk_loss," 20,273 "," 1,494 "," 1,732 "," 18,181 "," 25,072 "," 16,743 ", 941 ," 8,711 "," 93,146 ",2045_SSP585
KGZ,Kyrgyzstan,WANA,milk_loss, 95 ,  ," 2,343 ", 232 ,  ," 2,413 ", 109 , 87 ," 5,278 ",2045_SSP585
KHM,Cambodia,SEA,milk_loss,  , 92 ,  ,  , 593 ,  , 3 , 238 , 926 ,2045_SSP585
KOR,South Korea,SEA,milk_loss,  ,  ,  ,  , 19 ," 4,809 "," 2,131 "," 3,811 "," 10,770 ",2045_SSP585
KWT,Kuwait,WANA,milk_loss, 76 ,  ,  ,  ,  ,  , 6 ,  , 82 ,2045_SSP585
LAO,Laos,SEA,milk_loss,  , 185 , 2 , 1 , 232 ,  , 3 , 146 , 568 ,2045_SSP585
LBN,Lebanon,WANA,milk_loss, 105 ,  , 47 , 285 , 59 , 37 , 164 , 24 , 720 ,2045_SSP585
LBR,Liberia,SSA,milk_loss,  ,  ,  ,  , 84 ,  ,  , 36 , 121 ,2045_SSP585
LBY,Libya,WANA,milk_loss," 1,748 ",  ,  , 224 ,  ,  , 284 , 183 ," 2,439 ",2045_SSP585
LKA,Sri Lanka,SA,milk_loss,  ,  ,  ,  , 645 , 18 , 53 , 692 ," 1,408 ",2045_SSP585
LSO,Lesotho,SSA,milk_loss,  ,  , 141 , 36 ,  , 556 , 16 ,  , 749 ,2045_SSP585
LTU,Lithuania,EUR,milk_loss,  ,  ,  ,  ,  ," 3,676 ", 300 , 997 ," 4,974 ",2045_SSP585
LUX,Luxembourg,EUR,milk_loss,  ,  ,  ,  ,  , 188 , 46 , 91 , 324 ,2045_SSP585
LVA,Latvia,EUR,milk_loss,  ,  ,  ,  ,  ," 1,484 ", 77 , 667 ," 2,228 ",2045_SSP585
MAR,Morocco,WANA,milk_loss," 1,562 ",  , 47 ," 20,763 ", 318 ," 1,909 "," 2,990 "," 2,795 "," 30,383 ",2045_SSP585
MDG,Madagascar,SSA,milk_loss," 11,729 "," 2,232 ", 221 ," 4,330 "," 3,577 ", 332 , 170 ," 4,799 "," 27,390 ",2045_SSP585
MEX,Mexico,CAM,milk_loss,  ,  ,  ," 16,420 "," 7,147 "," 3,095 "," 2,124 "," 14,610 "," 43,396 ",2045_SSP585
MKD,Macedonia,EUR,milk_loss, 69 ,  , 28 , 285 ,  , 342 , 186 , 358 ," 1,269 ",2045_SSP585
MLI,Mali,SSA,milk_loss," 7,613 ",  ,  ," 9,674 ",  ,  , 94 , 72 ," 17,454 ",2045_SSP585
MMR,Myanmar,SEA,milk_loss, 22 ," 4,333 ", 451 ," 2,588 "," 10,053 ", 215 , 93 ," 11,681 "," 29,436 ",2045_SSP585
MNE,Montenegro,EUR,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP585
MNG,Mongolia,EAP,milk_loss,  ,  ," 2,166 ",  ,  , 558 , 24 , 162 ," 2,909 ",2045_SSP585
MOZ,Mozambique,SSA,milk_loss," 1,693 ", 113 ,  ," 1,874 ", 635 ,  , 174 ," 2,330 "," 6,819 ",2045_SSP585
MRT,Mauritania,SSA,milk_loss," 2,323 ",  ,  ," 1,219 ",  ,  , 2 , 14 ," 3,558 ",2045_SSP585
MUS,Mauritius,SSA,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP585
MWI,Malawi,SSA,milk_loss, 65 , 90 , 1 , 882 , 176 , 36 , 41 , 247 ," 1,538 ",2045_SSP585
MYS,Malaysia,SEA,milk_loss,  , 9 ,  ,  , 465 , 2 , 53 , 883 ," 1,411 ",2045_SSP585
NAM,Namibia,SSA,milk_loss," 1,851 ",  ,  ," 1,454 ",  ,  , 85 , 22 ," 3,411 ",2045_SSP585
NER,Niger,SSA,milk_loss," 7,969 ",  ,  ," 4,522 ",  ,  , 36 , 16 ," 12,544 ",2045_SSP585
NGA,Nigeria,SSA,milk_loss, 553 , 506 ,  ," 17,566 "," 4,791 ", 308 , 80 , 278 ," 24,081 ",2045_SSP585
NIC,Nicaragua,CAM,milk_loss, 6 , 67 ,  , 762 ," 11,466 ", 347 , 364 ," 8,661 "," 21,673 ",2045_SSP585
NLD,Netherlands,EUR,milk_loss,  ,  ,  ,  ,  ," 9,491 "," 2,589 ", 378 ," 12,459 ",2045_SSP585
NOR,Norway,EUR,milk_loss, 1 ,  , 911 ,  ,  , 262 , 215 ," 1,200 "," 2,590 ",2045_SSP585
NPL,Nepal,SA,milk_loss, 12 ,  , 34 ," 2,744 "," 4,763 "," 1,169 ", 885 ," 5,022 "," 14,628 ",2045_SSP585
NZL,New Zealand,EAP,milk_loss, 316 ," 3,742 ", 538 , 352 ," 4,979 ", 35 ," 15,061 "," 4,236 "," 29,259 ",2045_SSP585
OMN,Oman,WANA,milk_loss," 1,360 ",  ,  , 22 ,  ,  , 51 ,  ," 1,433 ",2045_SSP585
PAK,Pakistan,SA,milk_loss," 18,582 ",  ,  ," 98,167 ", 10 ," 5,995 "," 10,807 "," 7,482 "," 141,043 ",2045_SSP585
PAN,Panama,CAM,milk_loss,  , 23 ,  ,  ," 1,122 ", 55 , 136 ," 1,196 "," 2,532 ",2045_SSP585
PER,Peru,SAM,milk_loss, 953 , 157 ," 1,696 ", 827 ," 1,101 "," 1,948 ", 99 ," 4,542 "," 11,322 ",2045_SSP585
PHL,Philippines,SEA,milk_loss,  ,  ,  ,  , 84 ,  , 2 , 24 , 110 ,2045_SSP585
PNG,Papua New Guinea,EAP,milk_loss,  ,  ,  ,  , 3 , 1 ,  , 9 , 13 ,2045_SSP585
POL,Poland,EUR,milk_loss,  ,  ,  ,  ,  ," 17,387 "," 1,328 "," 4,594 "," 23,309 ",2045_SSP585
PRT,Portugal,EUR,milk_loss,  ,  ,  ," 4,276 "," 3,167 ", 104 , 939 ," 4,270 "," 12,755 ",2045_SSP585
PRY,Paraguay,SAM,milk_loss, 122 ," 1,354 ",  , 141 ," 2,360 ",  , 47 ," 2,592 "," 6,616 ",2045_SSP585
PSE,Palestine,WANA,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP585
QAT,Qatar,WANA,milk_loss, 26 ,  ,  , 3 ,  ,  ,  ,  , 29 ,2045_SSP585
ROU,Romania,EUR,milk_loss,  ,  ,  ,  ,  ," 16,316 "," 1,120 "," 5,495 "," 22,931 ",2045_SSP585
RUS,Russia,EUR,milk_loss, 40 ,  ," 22,238 ", 36 ,  ," 67,085 "," 4,337 "," 26,047 "," 119,784 ",2045_SSP585
RWA,Rwanda,SSA,milk_loss,  ,  ,  ,  ," 1,406 ", 520 , 16 , 88 ," 2,030 ",2045_SSP585
SAU,Saudi Arabia,WANA,milk_loss," 1,142 ",  ,  , 139 ,  ,  , 54 ,  ," 1,335 ",2045_SSP585
SDN,Sudan,WANA,milk_loss," 63,941 "," 8,240 ", 26 ," 86,875 "," 1,070 ", 103 , 662 ," 1,200 "," 162,116 ",2045_SSP585
SEN,Senegal,SSA,milk_loss," 1,420 ",  ,  ," 4,605 ",  ,  , 128 , 46 ," 6,199 ",2045_SSP585
SLE,Sierra Leone,SSA,milk_loss,  , 38 ,  ,  , 790 ,  , 12 , 91 , 931 ,2045_SSP585
SLV,El Salvador,CAM,milk_loss,  , 5 ,  ,  ," 4,383 ", 239 ," 1,411 "," 2,554 "," 8,591 ",2045_SSP585
SOM,Somalia,SSA,milk_loss," 5,320 ",  , 6 , 938 ,  ,  , 2 , 162 ," 6,427 ",2045_SSP585
SRB,Serbia,EUR,milk_loss,  ,  , 67 , 148 ,  ," 7,394 ", 697 ," 1,335 "," 9,641 ",2045_SSP585
SUR,Suriname,SAM,milk_loss,  ,  ,  ,  ,  ,  ,  , 59 , 59 ,2045_SSP585
SVK,Slovakia,EUR,milk_loss,  ,  ,  ,  ,  , 502 , 136 , 529 ," 1,167 ",2045_SSP585
SVN,Slovenia,EUR,milk_loss,  ,  ,  ,  , 11 , 200 , 121 , 648 , 980 ,2045_SSP585
SWE,Sweden,EUR,milk_loss,  ,  ,  ,  ,  ," 1,131 ", 588 ," 2,974 "," 4,693 ",2045_SSP585
SWZ,Swaziland,SSA,milk_loss,  ,  ,  , 385 , 260 , 241 , 126 , 863 ," 1,875 ",2045_SSP585
SYR,Syria,WANA,milk_loss," 4,415 ", 6 ,  ," 3,456 ", 400 , 79 , 709 , 191 ," 9,257 ",2045_SSP585
TCD,Chad,SSA,milk_loss," 3,458 ", 1 ,  ," 3,857 ",  ,  , 10 , 6 ," 7,331 ",2045_SSP585
TGO,Togo,SSA,milk_loss,  , 9 ,  , 133 , 198 ,  , 3 , 2 , 346 ,2045_SSP585
THA,Thailand,SEA,milk_loss, 10 , 101 ,  , 180 ," 2,389 ", 1 , 136 , 605 ," 3,421 ",2045_SSP585
TJK,Tajikistan,WANA,milk_loss, 489 ,  , 488 ," 6,853 ",  ," 2,936 "," 1,089 ", 71 ," 11,924 ",2045_SSP585
TKM,Turkmenistan,WANA,milk_loss," 5,253 ",  ," 7,201 "," 1,227 ",  ," 4,276 ", 511 , 26 ," 18,493 ",2045_SSP585
TTO,Trinidad & Tobago,CAM,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP585
TUN,Tunisia,WANA,milk_loss, 550 ,  ,  ," 6,654 ", 477 ,  ," 2,034 "," 1,399 "," 11,113 ",2045_SSP585
TUR,Turkey,WANA,milk_loss," 3,145 ",  , 876 ," 47,484 "," 3,296 "," 12,032 "," 6,698 "," 11,170 "," 84,701 ",2045_SSP585
TZA,Tanzania,SSA,milk_loss," 20,693 "," 6,099 "," 1,852 "," 80,195 "," 57,655 "," 1,880 ", 787 ," 10,318 "," 179,479 ",2045_SSP585
UGA,Uganda,SSA,milk_loss," 1,179 "," 8,586 ", 281 ," 2,415 "," 70,608 "," 9,509 "," 1,185 "," 19,759 "," 113,524 ",2045_SSP585
UKR,Ukraine,EUR,milk_loss,  ,  ," 2,789 ",  ,  ," 56,907 "," 2,562 "," 6,651 "," 68,908 ",2045_SSP585
URY,Uruguay,SAM,milk_loss,  ," 9,836 ",  ,  ," 8,366 ",  , 356 ," 1,310 "," 19,869 ",2045_SSP585
USA,USA,NAM,milk_loss,  ,  ,  ," 79,737 "," 25,626 "," 122,487 "," 21,828 "," 66,579 "," 316,257 ",2045_SSP585
UZB,Uzbekistan,WANA,milk_loss," 3,211 ",  ," 13,527 "," 11,540 ",  ," 25,059 "," 6,565 ", 204 ," 60,106 ",2045_SSP585
VEN,Venezuela,SAM,milk_loss, 422 ," 4,763 ", 695 , 809 ," 10,954 "," 1,327 "," 2,461 "," 5,889 "," 27,320 ",2045_SSP585
VNM,Viet Nam,SEA,milk_loss,  , 30 ,  ,  ," 1,522 ", 11 , 20 , 380 ," 1,963 ",2045_SSP585
YEM,Yemen,WANA,milk_loss," 2,526 ",  ,  ," 1,750 ",  ,  , 138 ,  ," 4,414 ",2045_SSP585
ZAF,South Africa,SSA,milk_loss," 3,364 ", 327 ," 1,197 "," 2,932 ", 823 ," 2,069 ", 891 , 672 ," 12,275 ",2045_SSP585
ZMB,Zambia,SSA,milk_loss," 3,132 ", 23 , 28 ," 1,242 ",  , 2 , 52 , 893 ," 5,373 ",2045_SSP585
ZWE,Zimbabwe,SSA,milk_loss," 3,541 ",  , 5 ," 9,391 ", 24 , 460 , 353 ," 1,175 "," 14,949 ",2045_SSP585
AFG,Afghanistan,SA,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP585
AGO,Angola,SSA,milk_loss," 7,703 "," 1,787 ", 999 ," 2,192 ", 270 , 603 , 14 ," 1,203 "," 14,771 ",2085_SSP585
ALB,Albania,EUR,milk_loss, 944 ," 1,343 ", 628 ," 1,660 "," 9,757 "," 1,821 "," 1,634 "," 2,046 "," 19,834 ",2085_SSP585
ARE,UAE,WANA,milk_loss, 216 ,  ,  , 39 ,  ,  , 137 ,  , 392 ,2085_SSP585
ARG,Argentina,SAM,milk_loss," 15,456 "," 20,451 ", 240 ," 3,823 "," 38,971 ", 4 ," 2,396 "," 19,735 "," 101,075 ",2085_SSP585
ARM,Armenia,WANA,milk_loss, 515 ,  , 523 ," 3,800 ",  ," 4,808 ", 594 , 543 ," 10,782 ",2085_SSP585
AUS,Australia,EAP,milk_loss," 52,021 "," 11,131 ", 219 ," 10,080 "," 3,825 ", 349 ," 2,813 "," 13,464 "," 93,903 ",2085_SSP585
AUT,Austria,EUR,milk_loss,  ,  ,  , 25 ,  ," 4,318 "," 1,722 "," 7,076 "," 13,139 ",2085_SSP585
AZE,Azerbaijan,WANA,milk_loss, 806 ,  , 484 ," 13,361 ", 46 ," 23,775 "," 2,969 "," 1,772 "," 43,213 ",2085_SSP585
BDI,Burundi,SSA,milk_loss,  ,  ,  ,  , 437 ," 1,036 ", 23 , 129 ," 1,625 ",2085_SSP585
BEL,Belgium,EUR,milk_loss,  ,  ,  ,  ,  ," 5,157 "," 3,122 "," 1,220 "," 9,499 ",2085_SSP585
BEN,Benin,SSA,milk_loss, 924 , 302 ,  , 787 , 110 ,  , 8 , 7 ," 2,138 ",2085_SSP585
BFA,Burkina Faso,SSA,milk_loss," 1,384 ", 124 ,  ," 12,913 ", 80 ,  , 216 , 41 ," 14,757 ",2085_SSP585
BGD,Bangladesh,SA,milk_loss,  , 70 ,  ,  ," 71,144 ",  ," 4,779 ", 433 ," 76,426 ",2085_SSP585
BGR,Bulgaria,EUR,milk_loss,  ,  ,  ," 1,053 ",  ," 12,243 ", 741 ," 4,329 "," 18,365 ",2085_SSP585
BIH,Bosnia & Herzogovina,EUR,milk_loss, 23 , 118 , 54 , 650 , 541 ," 5,256 ", 187 ," 3,061 "," 9,890 ",2085_SSP585
BLR,Belarus,EUR,milk_loss,  ,  ," 2,202 ",  ,  ," 24,945 "," 1,224 "," 13,430 "," 41,800 ",2085_SSP585
BLZ,Belize,CAM,milk_loss,  , 3 ,  ,  , 22 ,  , 3 , 84 , 112 ,2085_SSP585
BOL,Bolivia,SAM,milk_loss, 286 ," 1,609 ", 445 , 198 , 461 , 78 , 50 ," 5,256 "," 8,382 ",2085_SSP585
BRA,Brazil,SAM,milk_loss," 21,197 "," 169,430 "," 2,898 "," 31,918 "," 634,774 "," 9,362 "," 37,018 "," 117,871 "," 1,024,467 ",2085_SSP585
BRN,Brunei Darussalam,SEA,milk_loss,  ,  ,  ,  , 1 ,  ,  , 3 , 3 ,2085_SSP585
BTN,Bhutan,SA,milk_loss, 8 , 4 , 44 , 19 , 883 ," 1,322 ", 60 , 934 ," 3,274 ",2085_SSP585
BWA,Botswana,SSA,milk_loss," 6,777 ",  ,  ," 1,831 ",  ,  , 114 , 12 ," 8,734 ",2085_SSP585
CAF,Central African Rep,SSA,milk_loss, 693 ," 4,651 ",  , 10 , 310 ,  , 35 ," 5,161 "," 10,859 ",2085_SSP585
CAN,Canada,NAM,milk_loss,  ,  ,  , 1 ,  ," 24,729 "," 2,270 "," 9,010 "," 36,011 ",2085_SSP585
CHE,Switzerland,EUR,milk_loss, 86 , 324 ," 2,747 ",  ,  , 877 ," 3,497 "," 7,214 "," 14,746 ",2085_SSP585
CHL,Chile,SAM,milk_loss," 2,183 "," 1,247 ", 473 ," 4,162 "," 6,120 ", 18 , 572 ," 4,456 "," 19,231 ",2085_SSP585
CHN,China,EAP,milk_loss, 686 , 115 ," 11,042 "," 9,919 "," 90,964 "," 294,089 "," 35,466 "," 120,365 "," 562,646 ",2085_SSP585
CIV,Cote d'Ivoire,SSA,milk_loss, 159 ," 2,181 ",  , 270 , 935 ,  , 14 , 15 ," 3,575 ",2085_SSP585
CMR,Cameroon,SSA,milk_loss, 204 ," 5,263 ", 295 ," 1,531 "," 1,013 ", 955 , 155 ," 2,425 "," 11,841 ",2085_SSP585
COD,Dem Rep of Congo,SSA,milk_loss, 6 , 47 , 1 ,  , 78 , 6 , 1 , 183 , 322 ,2085_SSP585
COG,Congo,SSA,milk_loss,  , 44 ,  ,  , 4 ,  ,  , 38 , 86 ,2085_SSP585
COL,Colombia,SAM,milk_loss, 461 ," 29,026 "," 13,542 ", 226 ," 100,769 "," 42,495 "," 8,236 "," 48,559 "," 243,314 ",2085_SSP585
CRI,Costa Rica,CAM,milk_loss,  ,  ,  ,  ," 5,070 ", 109 , 802 ," 12,922 "," 18,902 ",2085_SSP585
CUB,Cuba,CAM,milk_loss,  , 212 ,  ,  ," 8,104 ",  , 539 ," 1,473 "," 10,328 ",2085_SSP585
CYP,Cyprus,WANA,milk_loss,  ,  ,  ," 1,200 ",  ,  , 409 , 425 ," 2,035 ",2085_SSP585
CZE,Czech Republic,EUR,milk_loss,  ,  ,  ,  ,  ," 2,613 ", 434 ," 1,579 "," 4,626 ",2085_SSP585
DEU,Germany,EUR,milk_loss,  ,  ,  , 43 ,  ," 60,214 "," 10,973 "," 20,538 "," 91,769 ",2085_SSP585
DJI,Djibouti,SSA,milk_loss, 498 ,  ,  , 15 ,  ,  , 3 , 5 , 521 ,2085_SSP585
DNK,Denmark,EUR,milk_loss,  ,  ,  , 5 ,  ," 8,239 "," 1,820 ", 337 ," 10,401 ",2085_SSP585
DMA,Dominica,CAM,milk_loss,  , 58 ,  , 247 ," 9,893 ", 576 , 922 ," 1,673 "," 13,370 ",2085_SSP585
DZA,Algeria,WANA,milk_loss," 2,931 ",  ,  ," 16,062 "," 2,372 ", 480 ," 5,073 "," 9,010 "," 35,929 ",2085_SSP585
ECU,Ecuador,SAM,milk_loss," 1,034 "," 1,945 ", 216 ," 5,111 "," 13,702 "," 10,058 "," 1,779 "," 7,645 "," 41,491 ",2085_SSP585
EGY,Egypt,WANA,milk_loss," 37,584 ",  ,  ," 47,033 ",  ,  ," 28,049 ",  ," 112,666 ",2085_SSP585
ERI,Eritrea,SSA,milk_loss," 6,759 ",  ,  ," 13,185 ",  ,  , 65 , 54 ," 20,063 ",2085_SSP585
ESP,Spain,EUR,milk_loss,  ,  ,  ," 27,826 "," 4,797 ", 731 ," 7,887 "," 22,112 "," 63,353 ",2085_SSP585
EST,Estonia,EUR,milk_loss,  ,  ,  , 1 ,  ," 1,502 ", 102 , 850 ," 2,455 ",2085_SSP585
ETH,Ethiopia,SSA,milk_loss," 12,257 ", 786 , 795 ," 30,433 "," 7,059 "," 48,049 ", 966 ," 6,343 "," 106,688 ",2085_SSP585
FIN,Finland,EUR,milk_loss,  ,  ,  ,  ,  ," 1,350 ", 589 ," 5,747 "," 7,685 ",2085_SSP585
FRA,France,EUR,milk_loss,  ,  ,  ," 9,916 "," 29,337 "," 35,853 "," 9,641 "," 14,361 "," 99,108 ",2085_SSP585
GAB,Gabon,SSA,milk_loss,  , 80 ,  ,  , 13 ,  , 1 , 161 , 256 ,2085_SSP585
GBR,UK,EUR,milk_loss,  ,  ,  , 27 ," 3,287 "," 21,430 "," 5,698 ", 751 ," 31,195 ",2085_SSP585
GEO,Georgia,WANA,milk_loss, 857 ,  , 741 ," 1,977 "," 3,917 "," 6,567 "," 1,646 "," 4,528 "," 20,233 ",2085_SSP585
GHA,Ghana,SSA,milk_loss, 198 , 487 ,  , 592 , 666 ,  , 20 , 23 ," 1,985 ",2085_SSP585
GIN,Guinea,SSA,milk_loss," 3,963 "," 2,088 ",  ," 1,776 "," 8,046 ",  , 142 , 138 ," 16,152 ",2085_SSP585
GMB,Gambia,SSA,milk_loss, 31 ,  ,  , 710 ,  ,  , 48 , 78 , 866 ,2085_SSP585
GNB,Guinea-Bissau,SSA,milk_loss, 575 ,  ,  , 652 ,  ,  ,  , 240 ," 1,468 ",2085_SSP585
GNQ,Equatorial Guinea,SSA,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP585
GRC,Greece,EUR,milk_loss,  ,  ,  ," 8,322 ", 758 ," 4,783 "," 2,636 "," 4,188 "," 20,688 ",2085_SSP585
GTM,Guatemala,CAM,milk_loss,  , 1 , 4 , 953 ," 12,306 "," 1,586 "," 1,092 "," 8,536 "," 24,478 ",2085_SSP585
GUY,Guyana,SAM,milk_loss,  , 52 ,  ,  , 35 ,  , 1 , 852 , 939 ,2085_SSP585
HND,Honduras,CAM,milk_loss, 69 , 94 , 99 , 543 ," 11,381 "," 1,433 ", 621 ," 11,387 "," 25,626 ",2085_SSP585
HRV,Croatia,EUR,milk_loss, 15 , 92 , 14 , 124 , 292 ," 5,547 ", 973 ," 3,791 "," 10,847 ",2085_SSP585
HTI,Haiti,CAM,milk_loss, 9 , 69 , 89 , 306 ," 6,764 ", 750 , 29 , 504 ," 8,520 ",2085_SSP585
HUN,Hungary,EUR,milk_loss,  ,  ,  ,  ,  ," 7,947 ", 853 , 926 ," 9,726 ",2085_SSP585
IDN,Indonesia,SEA,milk_loss, 1 , 68 , 6 , 17 ," 3,195 ", 444 , 242 ," 2,451 "," 6,423 ",2085_SSP585
IND,India,SA,milk_loss," 9,624 "," 1,604 ", 424 ," 1,024,398 "," 195,283 "," 15,962 "," 94,282 "," 212,729 "," 1,554,306 ",2085_SSP585
IRL,Ireland,EUR,milk_loss,  ,  ,  ,  ," 9,623 "," 3,775 ", 852 , 344 ," 14,594 ",2085_SSP585
IRN,Iran,SA,milk_loss," 25,121 ",  , 313 ," 32,740 ", 833 ," 2,138 "," 6,060 "," 5,446 "," 72,651 ",2085_SSP585
IRQ,Iraq,WANA,milk_loss," 1,621 ",  ,  ," 5,511 ",  , 752 , 442 , 8 ," 8,335 ",2085_SSP585
ISL,Iceland,EUR,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP585
ISR,Israel,WANA,milk_loss, 701 ,  ,  ," 2,832 ",  ,  ," 1,651 ", 4 ," 5,188 ",2085_SSP585
ITA,Italy,EUR,milk_loss,  ,  ,  ," 23,477 "," 11,834 "," 75,722 "," 35,244 "," 25,675 "," 171,952 ",2085_SSP585
